RuleID,Type,Antecedent,Antecedent_Name,Antecedent_Category,Consequent,Consequent_Name,Consequent_Category,Support,Confidence,Lift,Co_occurrence,Antecedent_Orders,Explanation
R0400,region_subcategory,Region:West,Region: West,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0144,0.0447,1.0374,71,1587,West region orders Fasteners at 1.0x the national rate
R0401,region_subcategory,Region:West,Region: West,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0559,0.1733,0.9963,275,1587,West region orders Furnishings at 1.0x the national rate
R0402,region_subcategory,Region:West,Region: West,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0224,0.0693,1.0022,110,1587,West region orders Labels at 1.0x the national rate
R0403,region_subcategory,Region:West,Region: West,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0079,0.0246,1.0787,39,1587,West region orders Machines at 1.1x the national rate
R0404,region_subcategory,Region:West,Region: West,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0761,0.2357,0.997,374,1587,West region orders Paper at 1.0x the national rate
R0405,region_subcategory,Region:West,Region: West,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0496,0.1537,0.9906,244,1587,West region orders Storage at 1.0x the national rate
R0406,region_subcategory,Region:West,Region: West,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0134,0.0416,1.1295,66,1587,West region orders Supplies at 1.1x the national rate
R0407,region_subcategory,Region:West,Region: West,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0226,0.0699,1.1385,111,1587,West region orders Tables at 1.1x the national rate
R0408,clv_subcategory,CLV_Tier:Bronze,CLV Tier: Bronze,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0527,0.1466,1.0022,259,1767,Bronze-tier customers over-index on Art (1.0x baseline)
R0409,clv_subcategory,CLV_Tier:Bronze,CLV Tier: Bronze,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0155,0.043,0.9974,76,1767,Bronze-tier customers over-index on Fasteners (1.0x baseline)
R0410,clv_subcategory,CLV_Tier:Bronze,CLV Tier: Bronze,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0269,0.0747,1.0801,132,1767,Bronze-tier customers over-index on Labels (1.1x baseline)
R0411,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0269,0.147,1.0323,132,898,Gold-tier customers over-index on Accessories (1.0x baseline)
R0412,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0185,0.1013,1.1245,91,898,Gold-tier customers over-index on Appliances (1.1x baseline)
R0413,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0535,0.2929,1.1152,263,898,Gold-tier customers over-index on Binders (1.1x baseline)
R0414,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0087,0.0479,1.0652,43,898,Gold-tier customers over-index on Bookcases (1.1x baseline)
R0415,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0264,0.1448,1.2596,130,898,Gold-tier customers over-index on Chairs (1.3x baseline)
R0416,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0053,0.029,2.1566,26,898,Gold-tier customers over-index on Copiers (2.2x baseline)
R0417,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.011,0.0601,1.2216,54,898,Gold-tier customers over-index on Envelopes (1.2x baseline)
R0418,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0356,0.1949,1.1205,175,898,Gold-tier customers over-index on Furnishings (1.1x baseline)
R0419,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.009,0.049,2.1507,44,898,Gold-tier customers over-index on Machines (2.2x baseline)
R0420,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0435,0.2383,1.0082,214,898,Gold-tier customers over-index on Paper (1.0x baseline)
R0421,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0407,0.2227,1.3652,200,898,Gold-tier customers over-index on Phones (1.4x baseline)
R0422,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0348,0.1904,1.2269,171,898,Gold-tier customers over-index on Storage (1.2x baseline)
R0423,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0077,0.0423,1.1493,38,898,Gold-tier customers over-index on Supplies (1.1x baseline)
R0424,clv_subcategory,CLV_Tier:Gold,CLV Tier: Gold,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0148,0.0813,1.3233,73,898,Gold-tier customers over-index on Tables (1.3x baseline)
R0425,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0716,0.1564,1.0982,352,2251,Silver-tier customers over-index on Accessories (1.1x baseline)
R0426,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0415,0.0906,1.0057,204,2251,Silver-tier customers over-index on Appliances (1.0x baseline)
R0427,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0681,0.1488,1.0175,335,2251,Silver-tier customers over-index on Art (1.0x baseline)
R0428,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0218,0.0475,1.0574,107,2251,Silver-tier customers over-index on Bookcases (1.1x baseline)
R0429,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0604,0.1319,1.148,297,2251,Silver-tier customers over-index on Chairs (1.1x baseline)
R0430,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0063,0.0138,1.0258,31,2251,Silver-tier customers over-index on Copiers (1.0x baseline)
R0431,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0228,0.0498,1.0107,112,2251,Silver-tier customers over-index on Envelopes (1.0x baseline)
R0432,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0201,0.044,1.0198,99,2251,Silver-tier customers over-index on Fasteners (1.0x baseline)
R0433,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0808,0.1764,1.0141,397,2251,Silver-tier customers over-index on Furnishings (1.0x baseline)
R0434,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0104,0.0227,0.9945,51,2251,Silver-tier customers over-index on Machines (1.0x baseline)
R0435,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.109,0.2381,1.0074,536,2251,Silver-tier customers over-index on Paper (1.0x baseline)
R0436,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0765,0.167,1.0239,376,2251,Silver-tier customers over-index on Phones (1.0x baseline)
R0437,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0173,0.0378,1.0256,85,2251,Silver-tier customers over-index on Supplies (1.0x baseline)
R0438,clv_subcategory,CLV_Tier:Silver,CLV Tier: Silver,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0305,0.0666,1.0847,150,2251,Silver-tier customers over-index on Tables (1.1x baseline)
R0439,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Art,SubCategory: Art,Office Supplies,0.1259,0.2014,1.3768,619,3074,Budget-priced products sell best in Art (1.4x baseline)
R0440,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.2118,0.3386,1.2895,1041,3074,Budget-priced products sell best in Binders (1.3x baseline)
R0441,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0309,0.0494,1.0045,152,3074,Budget-priced products sell best in Envelopes (1.0x baseline)
R0442,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0435,0.0696,1.6143,214,3074,Budget-priced products sell best in Fasteners (1.6x baseline)
R0443,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0612,0.0979,1.4158,301,3074,Budget-priced products sell best in Labels (1.4x baseline)
R0444,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.1837,0.2938,1.2428,903,3074,Budget-priced products sell best in Paper (1.2x baseline)
R0445,pricetier_subcategory,PriceTier:Budget,Price Tier: Budget,Product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0262,0.042,1.1398,129,3074,Budget-priced products sell best in Supplies (1.1x baseline)
R0446,pricetier_subcategory,PriceTier:Mid,Price Tier: Mid,Product,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0763,0.1787,1.2547,375,2099,Mid-priced products sell best in Accessories (1.3x baseline)
R0447,pricetier_subcategory,PriceTier:Mid,Price Tier: Mid,Product,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0386,0.0905,1.0045,190,2099,Mid-priced products sell best in Appliances (1.0x baseline)
R0448,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0397,0.0927,2.0626,195,2103,Premium-priced products sell best in Bookcases (2.1x baseline)
R0449,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.1033,0.2416,2.1018,508,2103,Premium-priced products sell best in Chairs (2.1x baseline)
R0450,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0134,0.0314,2.3376,66,2103,Premium-priced products sell best in Copiers (2.3x baseline)
R0451,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Machines,SubCategory: Machines,Technology,0.0195,0.0456,2.0037,96,2103,Premium-priced products sell best in Machines (2.0x baseline)
R0452,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Phones,SubCategory: Phones,Technology,0.0991,0.2316,1.4195,487,2103,Premium-priced products sell best in Phones (1.4x baseline)
R0453,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0675,0.1579,1.0172,332,2103,Premium-priced products sell best in Storage (1.0x baseline)
R0454,pricetier_subcategory,PriceTier:Premium,Price Tier: Premium,Product,SubCategory:Tables,SubCategory: Tables,Furniture,0.0608,0.1422,2.3144,299,2103,Premium-priced products sell best in Tables (2.3x baseline)
R0455,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0183,0.1525,1.0713,90,590,Consumer customers in Central buy Accessories at 1.1x rate
R0456,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.013,0.1085,1.2037,64,590,Consumer customers in Central buy Appliances at 1.2x rate
R0457,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0332,0.2763,1.052,163,590,Consumer customers in Central buy Binders at 1.1x rate
R0458,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0153,0.1271,1.106,75,590,Consumer customers in Central buy Chairs at 1.1x rate
R0459,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0057,0.0475,1.1005,28,590,Consumer customers in Central buy Fasteners at 1.1x rate
R0460,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0195,0.1627,0.9974,96,590,Consumer customers in Central buy Phones at 1.0x rate
R0461,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0203,0.1695,1.092,100,590,Consumer customers in Central buy Storage at 1.1x rate
R0462,segment_region_subcategory,Segment:Consumer+Region:Central,Consumer / Central,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0081,0.0678,1.1036,40,590,Consumer customers in Central buy Tables at 1.1x rate
R0463,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0214,0.1509,1.0315,105,696,Consumer customers in East buy Art at 1.0x rate
R0464,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0419,0.296,1.1271,206,696,Consumer customers in East buy Binders at 1.1x rate
R0465,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0077,0.0546,1.2145,38,696,Consumer customers in East buy Bookcases at 1.2x rate
R0466,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0169,0.1193,1.0376,83,696,Consumer customers in East buy Chairs at 1.0x rate
R0467,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0024,0.0172,1.2842,12,696,Consumer customers in East buy Copiers at 1.3x rate
R0468,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0073,0.0517,1.0507,36,696,Consumer customers in East buy Envelopes at 1.1x rate
R0469,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0254,0.1796,1.0326,125,696,Consumer customers in East buy Furnishings at 1.0x rate
R0470,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0116,0.0819,1.1841,57,696,Consumer customers in East buy Labels at 1.2x rate
R0471,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0037,0.0259,1.1352,18,696,Consumer customers in East buy Machines at 1.1x rate
R0472,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.025,0.1767,1.0833,123,696,Consumer customers in East buy Phones at 1.1x rate
R0473,segment_region_subcategory,Segment:Consumer+Region:East,Consumer / East,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0065,0.046,1.2487,32,696,Consumer customers in East buy Supplies at 1.2x rate
R0474,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.013,0.1461,1.0262,64,438,Consumer customers in South buy Accessories at 1.0x rate
R0475,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.009,0.1005,1.1148,44,438,Consumer customers in South buy Appliances at 1.1x rate
R0476,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0151,0.1689,1.1552,74,438,Consumer customers in South buy Art at 1.2x rate
R0477,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0053,0.0594,1.2059,26,438,Consumer customers in South buy Envelopes at 1.2x rate
R0478,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0061,0.0685,0.9903,30,438,Consumer customers in South buy Labels at 1.0x rate
R0479,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0022,0.0251,1.1023,11,438,Consumer customers in South buy Machines at 1.1x rate
R0480,segment_region_subcategory,Segment:Consumer+Region:South,Consumer / South,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0216,0.242,1.0239,106,438,Consumer customers in South buy Paper at 1.0x rate
R0481,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0238,0.1443,1.0132,117,811,Consumer customers in West buy Accessories at 1.0x rate
R0482,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0244,0.148,1.0117,120,811,Consumer customers in West buy Art at 1.0x rate
R0483,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0096,0.058,1.2891,47,811,Consumer customers in West buy Bookcases at 1.3x rate
R0484,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0026,0.016,1.194,13,811,Consumer customers in West buy Copiers at 1.2x rate
R0485,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0085,0.0518,1.2009,42,811,Consumer customers in West buy Fasteners at 1.2x rate
R0486,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0303,0.1837,1.0564,149,811,Consumer customers in West buy Furnishings at 1.1x rate
R0487,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0118,0.0715,1.034,58,811,Consumer customers in West buy Labels at 1.0x rate
R0488,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0039,0.0234,1.0283,19,811,Consumer customers in West buy Machines at 1.0x rate
R0489,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0391,0.2367,1.0016,192,811,Consumer customers in West buy Paper at 1.0x rate
R0490,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0283,0.1714,1.1043,139,811,Consumer customers in West buy Storage at 1.1x rate
R0491,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0061,0.037,1.0047,30,811,Consumer customers in West buy Supplies at 1.0x rate
R0492,segment_region_subcategory,Segment:Consumer+Region:West,Consumer / West,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0112,0.0678,1.1039,55,811,Consumer customers in West buy Tables at 1.1x rate
R0493,segment_region_subcategory,Segment:Corporate+Region:Central,Corporate / Central,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0067,0.0957,1.0615,33,345,Corporate customers in Central buy Appliances at 1.1x rate
R0494,segment_region_subcategory,Segment:Corporate+Region:Central,Corporate / Central,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0037,0.0522,1.1606,18,345,Corporate customers in Central buy Bookcases at 1.2x rate
R0495,segment_region_subcategory,Segment:Corporate+Region:Central,Corporate / Central,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0016,0.0232,1.7272,8,345,Corporate customers in Central buy Copiers at 1.7x rate
R0496,segment_region_subcategory,Segment:Corporate+Region:Central,Corporate / Central,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0037,0.0522,1.2098,18,345,Corporate customers in Central buy Fasteners at 1.2x rate
R0497,segment_region_subcategory,Segment:Corporate+Region:Central,Corporate / Central,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.021,0.2986,1.2631,103,345,Corporate customers in Central buy Paper at 1.3x rate
R0498,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0083,0.0974,1.0807,41,421,Corporate customers in East buy Appliances at 1.1x rate
R0499,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0126,0.1473,1.0069,62,421,Corporate customers in East buy Art at 1.0x rate
R0500,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0041,0.0475,1.0567,20,421,Corporate customers in East buy Bookcases at 1.1x rate
R0501,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0047,0.0546,1.1098,23,421,Corporate customers in East buy Envelopes at 1.1x rate
R0502,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0041,0.0475,1.1016,20,421,Corporate customers in East buy Fasteners at 1.1x rate
R0503,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0169,0.1971,1.1336,83,421,Corporate customers in East buy Furnishings at 1.1x rate
R0504,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0024,0.0285,1.2511,12,421,Corporate customers in East buy Machines at 1.3x rate
R0505,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0163,0.19,1.1648,80,421,Corporate customers in East buy Phones at 1.2x rate
R0506,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0157,0.1829,1.1784,77,421,Corporate customers in East buy Storage at 1.2x rate
R0507,segment_region_subcategory,Segment:Corporate+Region:East,Corporate / East,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0057,0.0665,1.0826,28,421,Corporate customers in East buy Tables at 1.1x rate
R0508,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0061,0.123,1.3644,30,244,Corporate customers in South buy Appliances at 1.4x rate
R0509,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0075,0.1516,1.0368,37,244,Corporate customers in South buy Art at 1.0x rate
R0510,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0138,0.2787,1.0612,68,244,Corporate customers in South buy Binders at 1.1x rate
R0511,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0039,0.0779,1.5818,19,244,Corporate customers in South buy Envelopes at 1.6x rate
R0512,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0098,0.1967,1.1311,48,244,Corporate customers in South buy Furnishings at 1.1x rate
R0513,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0043,0.0861,1.2444,21,244,Corporate customers in South buy Labels at 1.2x rate
R0514,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0022,0.0451,1.2244,11,244,Corporate customers in South buy Supplies at 1.2x rate
R0515,segment_region_subcategory,Segment:Corporate+Region:South,Corporate / South,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0033,0.0656,1.0674,16,244,Corporate customers in South buy Tables at 1.1x rate
R0516,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0153,0.1569,1.1019,75,478,Corporate customers in West buy Accessories at 1.1x rate
R0517,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0092,0.0941,1.0447,45,478,Corporate customers in West buy Appliances at 1.0x rate
R0518,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0126,0.1297,1.1286,62,478,Corporate customers in West buy Chairs at 1.1x rate
R0519,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0024,0.0251,1.1019,12,478,Corporate customers in West buy Machines at 1.1x rate
R0520,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0163,0.1674,1.0259,80,478,Corporate customers in West buy Phones at 1.0x rate
R0521,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0049,0.0502,1.3637,24,478,Corporate customers in West buy Supplies at 1.4x rate
R0522,segment_region_subcategory,Segment:Corporate+Region:West,Corporate / West,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0079,0.0816,1.3281,39,478,Corporate customers in West buy Tables at 1.3x rate
R0523,segment_region_subcategory,Segment:Home Office+Region:Central,Home Office / Central,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0043,0.095,1.0545,21,221,Home Office customers in Central buy Appliances at 1.1x rate
R0524,segment_region_subcategory,Segment:Home Office+Region:Central,Home Office / Central,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0073,0.1629,1.1138,36,221,Home Office customers in Central buy Art at 1.1x rate
R0525,segment_region_subcategory,Segment:Home Office+Region:Central,Home Office / Central,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0128,0.2851,1.0855,63,221,Home Office customers in Central buy Binders at 1.1x rate
R0526,segment_region_subcategory,Segment:Home Office+Region:Central,Home Office / Central,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0057,0.1267,1.1024,28,221,Home Office customers in Central buy Chairs at 1.1x rate
R0527,segment_region_subcategory,Segment:Home Office+Region:Central,Home Office / Central,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0031,0.0679,1.3788,15,221,Home Office customers in Central buy Envelopes at 1.4x rate
